"Labor","Nivel","AnchoPro","AltoPro","Empresa","Tipo","Fecha","Guardia","AnchoReal","AltoReal","CumplimientoRecomendacion","NivelRiesgo","Condicion","Recomendacion","Sostenimiento","GSI","PorcentajeTabla","TipoSostenimiento","Responsable","Operaciones","Seguridad","Geomecanico","Registro","ProcesoMinado","SostenimientoTope","HastialDerecho","HastialIzquierdo","MallasTraslapadas","MallasRotas"
"Stop 765 S",3300,4,5,"IESA SA","EXPLOTACION","""2015-12-25T00:00:00.000Z""","DIA",4.35,4.35,true,"CRITICO","null","SE OBSERVO UN BANCO COLGADO EN EL HASTIAL DERECHO SE REALIZO DESATE MECANIZADO, SE RECOMIENDA CONTINUAR CON LA VOLDURA CONTROLADA.",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.10","1.00","Si","Si"
"Cro 544 E",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-12-25T00:00:00.000Z""","DIA",4.3,4.3,true,"CRITICO","null","SE EVIDENCIA ESPACIOS ABIERTOS DE MALLA, SE RECOMIENDA REALIZAR REFUERZO DE SOSTENIMIENTO.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.00","1.00","Si","No"
"Rpa(+)815 S",3300,4,4,"MCEISA","EXPLOTACION","""2015-12-25T00:00:00.000Z""","DIA",4.05,4.05,true,"CRITICO","null","FALTA SOSTENER EL DESCHINCHE SE RECOMIENDA SOSTENER EL DESCHINCHE.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.10","1.00","Si","Si"
"Gal. 602 W",3300,4,4,"MARTINEZ","AVANCE","""2015-12-26T00:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","SE EVIDENCIA QUE FALTA PEGAR MALLA EN RADIO CURVATURA, SE RECOMIENDA REALIZAR REFUERZO DE MALLA DE SOSTENIMIENTO Y PEGAR MALLA DE SOSTENIMIENTO EN RADIO CURVATURA.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.30","1.20","Si","No"
"Stop. 765 S",3300,4,5,"IESA SA","EXPLOTACION","""2015-12-26T00:00:00.000Z""","DIA",5.1,5.1,true,"CRITICO","null","SE RECOMIENDA REDUCIR LA SECION PARA MEJOR CONTROL DE LA LABOR Y MANTENER LA SECION PROGRAMADA.",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.10","1.20","Si","Si"
"Stp. 440 W",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-12-26T00:00:00.000Z""","DIA",5.3,5.3,true,"CRITICO","null","hacia el hastial derecho se completo el sostenimiento, controlar la seccion para no inestabilizar el HD ",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.50","1.50","Si","Si"
"Stp 369",4051,9,9,"CIA MINERA ATACOCHA","EXPLOTACION","""2016-01-15T17:58:25.233Z""","DIA",0.2,0.2,false,"CRITICO","sdsd","sd",true,"F/MP",3,"Split Set a 1.00 x 1.00 m. Malla electrosoldada.","Jose Zegarra Carmona","Yhim Cerron Piñas","Berly Amezquita Cervantes","Benjamin Torreblanca Huahuatico","Root","SIN PERSONAL","Si","1.6","1.5","Si","Si"
"Cro. 436 s",4050,4,4,"COPSEM","EXPLOTACION","""2015-07-10T05:00:00.000Z""","DIA",4.3,4.3,false,"CRITICO","null","Emplazadoen un sistema de fallas, roca de baja resistencia, presencia de relleno suave. El sostenimiento esta hasta el tope, se ha descargado las mallas cargadas esta pendiente el sostenimiento con shotcrette",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.4","1.4","Si","No"
"Rpa. 7299",3950,4,4,"COPSEM","EXPLOTACION","""2015-07-10T05:00:00.000Z""","DIA",4.3,4.3,true,"CRITICO","null","Emplazado en caliza marmolizada, de mediana resistencia, falla semi paralela a la labor. Se observa mallas cargadas a 20 metros del tope. Se recomienda descargue de mallas y reforzar el sostenimiento.",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.4","1.3","Si","No"
"Rpa. 347",4154,4,4,"COPSEM","EXPLOTACION","""2015-07-10T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","Roca de mediana resistencia , fallas transversales a la labor. Falta reforzar el sostenimiento de la labor. Recomendacion realizar la limpieza de la carga, sostenimiento de la comunicacion y reforzar el sostenimiento",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.5","1.5","Si","Si"
"Rpa 810 E",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-10T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.2","1.3","Si","No"
"Rpa 8261",2960,4,4,"COPSEM","AVANCE","""2015-07-10T05:00:00.000Z""","DIA",4.7,4.7,true,"CRITICO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.2","1.3","Si","No"
"Rpa 8264",2960,4,4,"COPSEM","AVANCE","""2015-07-10T05:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.2","1.3","Si","No"
"Rpa 82",2960,4,4,"CIA MINERA ATACOCHA","AVANCE","""2015-07-11T05:00:00.000Z""","DIA",4.5,4.5,true,"CRITICO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.2","1.3","Si","No"
"AA",2960,4,4,"CIA MINERA ATACOCHA","AVANCE","""2015-07-11T05:00:00.000Z""","DIA",4.5,4.5,true,"CRITICO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.2","1.3","Si","No"
"Stp. 660",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-12T05:00:00.000Z""","DIA",4.12,4.12,true,"BAJO","null","",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.5","1.5","Si","No"
"Cro. 436 N",4050,4.5,4.5,"COPSEM","AVANCE","""2015-07-13T05:00:00.000Z""","DIA",4.5,4.5,true,"CRITICO","null","Emplazado en caliza gris de baja resistencia, fallas transversales con relleno suave, como factor influyente se tiene filtracion de agua. Se observa que falta desate en los hastiales. Recomendacion desate constante",true,"MF/MP",0,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.5","1.5","Si","No"
"Cro. 436 S",4050,4,4,"COPSEM","EXPLOTACION","""2015-07-13T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","Fallas transversales al avance, terreno de baja resistencia. Se observa que falta realizar el desate de rocas en hastiales y corona. Recomendacion desate constanrte, controlar el ancho de minado y realizar voladura controlada",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.5","1.5","Si","No"
"Cro. 7839 N",4218,5,5,"COPSEM","EXPLOTACION","""2015-07-13T05:00:00.000Z""","DIA",5,5,true,"BAJO","null","",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.5","1.4","Si","Si"
"Cro 147",2890,4,4,"IESA SA","EXPLOTACION","""2015-07-12T05:00:00.000Z""","NOCHE",5,5,true,"CRITICO","null","",true,"F/B",10,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.3","1.25","Si","No"
"Stp. 896",2940,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-12T05:00:00.000Z""","NOCHE",5,5,true,"MEDIO","null","se debe mejorar en la distribucion de los elementos de sostenimiento ",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.10","1.20","Si","No"
"Gal. 765 N",3300,4.5,4,"CIA MINERA ATACOCHA","AVANCE","""2015-07-12T05:00:00.000Z""","NOCHE",4.2,4.2,true,"CRITICO","null","se debe completar el sostenimiento en las zonas observadas ",true,"MF/P",3,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.80","1.50","Si","Si"
"Stope 720",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-13T05:00:00.000Z""","NOCHE",4.15,4.15,true,"CRITICO","null","Realizar desate mas descarga y ostenimiento",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.50","1.45","Si","No"
"Cro. 436 N",4050,4.5,4.5,"COPSEM","AVANCE","""2015-07-14T05:00:00.000Z""","DIA",4.5,4.5,true,"CRITICO","null","Emplezado en caliza fris de baja resistencia, fallas transervales con relleno suave como factor influyente se tiene filtracion de agua.  Falta desate del hastial izquierdo.  Recomendación desate de rocas constante, realizar el desquinche y reforzar el sostenimiento.",true,"MF/MP",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.4","1.4","Si","No"
"Stp. 7779",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-14T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.5","1.4","Si","Si"
"Stp. 154 N",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-14T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.4","1.4","Si","No"
"Gal 765 N",3300,8,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-14T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","Completar el sostenimento del ultimos disparo, la sobreexcavacion del ancho es por el radio de curvatura ya que se esta entrando a la izquierda ",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.5","1.5","Si","Si"
"Gal 765 S",3300,4.5,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-14T05:00:00.000Z""","DIA",3.9,3.9,true,"CRITICO","null","Completar el sostenimento del ultimos disparo, levantar todas las observaciones ",true,"MF/P",3,"Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","2.0","1.9","No","Si"
"Rpa.031",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-14T05:00:00.000Z""","NOCHE",4.2,4.2,true,"BAJO","null","Continuar con la voladura controlada en hastiales y corona",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.05","1.05","Si","No"
"Stp 154 S",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-15T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","Si"
"Rp 8107",4050,4,4,"COPSEM","EXPLOTACION","""2015-07-15T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","Si"
"Rp 8107",4050,4,4,"COPSEM","EXPLOTACION","""2015-07-15T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","Si"
"Gal 765 N",3300,8,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-15T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","se programo el lanzado de shotcrete, falta completar el sostenimiento del pilar ",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.90","1.80","Si","No"
"Rpa 031",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-15T05:00:00.000Z""","NOCHE",4.1,4.1,true,"CRITICO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.05","1.1","Si","Si"
"Rpa 119",3020,4,4,"IESA SA","EXPLOTACION","""2015-07-16T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","Se observa carga en el frente de la labor, no se realiza trabajos en la labor",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.18","1.4","Si","Si"
"Cro 160 E",2890,4.5,4,"IESA SA","AVANCE","""2015-07-16T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","",true,"F/R",9,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.30","1.18","Si","No"
"Stp 22 Sur",3600,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-16T05:00:00.000Z""","DIA",5.1,5.1,true,"CRITICO","null","Se debe de reforzar sostenimieto para luego rellenar todo el Stop, por encontrarse en condicion critica.",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.1","1.2","No","Si"
"Rpa. 7854",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-16T05:00:00.000Z""","NOCHE",4.3,4.3,true,"BAJO","null","",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.60","1.55","Si","No"
"Cro. 687",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-17T05:00:00.000Z""","NOCHE",4.2,4.2,true,"BAJO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","No"
"Gal. 7244",3950,4,4,"COPSEM","EXPLOTACION","""2015-07-18T05:00:00.000Z""","NOCHE",4.2,4.2,true,"BAJO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.40","1.50","Si","Si"
"Cro. 7039  N",4218,5,5,"COPSEM","EXPLOTACION","""2015-07-18T05:00:00.000Z""","NOCHE",5,5,true,"MEDIO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.40","1.40","Si","Si"
"Cro. 436 N",4050,4.5,4.5,"COPSEM","AVANCE","""2015-07-19T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","Falla paralela al avance presencia de relleno suave discontinuidades transversales a la labor.  Se observo un pecho en la corona y falta de limieza de carga. Recomendación ingresar a sostener al tope y antes de disparar shotcrettear.",true,"MF/MP",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.50","1.50","Si","No"
"Cro. 7839 N",4218,5,5,"COPSEM","EXPLOTACION","""2015-07-19T05:00:00.000Z""","NOCHE",5.1,5.1,true,"CRITICO","null","",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.40","1.40","Si","Si"
"S/N 331 S",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-16T05:00:00.000Z""","NOCHE",4.2,4.2,true,"BAJO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.30","1.40","Si","No"
"Rap. 175 ",2940,4,4,"IESA SA","EXPLOTACION","""2015-07-20T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","presencia de caliza con alteracion filica con rasgos de mineral en la cual se recomienda utilizar parches de malla y menorar la carga operante.",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.12","1.25","Si","Si"
"Stp. 666 (7779)",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-19T05:00:00.000Z""","NOCHE",4.2,4.2,true,"BAJO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.45","1.40","Si","No"
"Rpa. 8107",4050,4,4,"COPSEM","EXPLOTACION","""2015-07-20T05:00:00.000Z""","DIA",4.2,4.2,true,"MEDIO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","Si"
"Cr. 160 E",2890,4,4,"CIA MINERA ATACOCHA","AVANCE","""2015-07-20T05:00:00.000Z""","DIA",4.2,4.2,false,"CRITICO","null","Se debe de reforzar todo el sostenimiento. por  haberse instalado de ua manera incorrecta.",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.30","1.20","Si","Si"
"Rpa. 990",2890,4,4,"CIA MINERA ATACOCHA","AVANCE","""2015-07-20T05:00:00.000Z""","DIA",4.2,4.2,false,"CRITICO","null","Se debe de reforzar todo el sostenimiento. por  haberse instalado de ua manera incorrecta.",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.30","1.20","Si","Si"
"Stp.810",4050,4,4,"COPSEM","EXPLOTACION","""2015-07-21T05:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","Realizar descarga de mallas cargadas, reforzar el sostenimiento y realizar voladura controlada",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.50","1.40","Si","No"
"Tunel Portaro",3600,3.5,3.3,"COPSEM","EXPLOTACION","""2015-07-21T05:00:00.000Z""","DIA",3.4,3.4,true,"BAJO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.30","1.30","Si","No"
"Rpa 990",2890,4.5,4,"IESA SA","AVANCE","""2015-07-21T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","Presencia de caliza gris con presencia de venilleo de cuarzo,presencia de agua y goteo, se recomienda intermediar split set sin perder el espaciamiento  del sostenimiento principal.",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.10","1.00","Si","Si"
"Stp. 7774",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-21T05:00:00.000Z""","NOCHE",4.2,4.2,true,"BAJO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.50","1.50","Si","Si"
"Cro. 682",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-21T05:00:00.000Z""","NOCHE",4.3,4.3,true,"MEDIO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.40","1.40","Si","Si"
"Cro 037",2890,4.5,4,"IESA SA","EXPLOTACION","""2015-07-20T05:00:00.000Z""","NOCHE",4.1,4.1,true,"BAJO","null","",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.30","Si","No"
"Cro160E",2890,4.5,4,"IESA SA","AVANCE","""2015-07-18T05:00:00.000Z""","DIA",4.25,4.25,true,"BAJO","null","Control del paralelismo en la perforacion.",true,"F/R",9,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.2","1.0","Si","No"
"Sn116",2890,4,4,"IESA SA","EXPLOTACION","""2015-07-18T05:00:00.000Z""","DIA",4.2,4.2,true,"MEDIO","null","Presncia de panizo en las fisuras o fracturas transversales a la labor",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.0","1.1","Si","No"
"Rpa031",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-18T05:00:00.000Z""","NOCHE",4,4,true,"CRITICO","null","Rotura de malla por uso de chapas de chapas de 15 x 15, como consecuencia mayor remangado.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.25","1.17","Si","Si"
"Cro.037",2890,4.5,4,"IESA SA","EXPLOTACION","""2015-07-22T05:00:00.000Z""","DIA",4.16,4.16,true,"BAJO","null","caliza gris con altercion filiza se recomienda instalar parches de malla en la corona",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.10","1,20","Si","Si"
"Rpa. 990 W",2890,4.5,4,"IESA SA","AVANCE","""2015-07-22T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","caliza griz con tres planos de falla con material vituminoso en las fracturas y presencia de agua por goteo se recomiend intermediar split set",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.10","1.00","Si","No"
"Cro. 426 N",4050,4.5,4.5,"COPSEM","EXPLOTACION","""2015-07-22T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","Falla semiparalela a la labor, presenta relleno suave como factor influyente filtración de agua.  Recomendación pintar las chapas, realizar voladura controlada y monitorear la labor por cada disparo.",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.40","Si","No"
"Cro. 679",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-22T05:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.52","1.45","Si","No"
"Rpa. 691",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-22T05:00:00.000Z""","NOCHE",4.2,4.2,true,"MEDIO","null","",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","Si"
"Rpa. 7854",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-23T05:00:00.000Z""","DIA",4.3,4.3,true,"CRITICO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.50","1.60","Si","No"
"Gal 984 ",3180,4,4,"IESA SA","EXPLOTACION","""2015-07-24T05:00:00.000Z""","DIA",4.05,4.05,true,"CRITICO","null","Continuar con la voladura controlada,reforzar los espacios abiertos y descargar bancos sobre malla.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.00","1.10","Si","Si"
"S/N 324 E",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-24T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","Continuar con la voladura controlada,reforzar sostenimiento hasta la gradiente y espacios abiertos.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.20","1.20","Si","Si"
"S/N 116",2840,4,4,"IESA SA","EXPLOTACION","""2015-07-24T05:00:00.000Z""","DIA",4,4,true,"BAJO","null","Se recomienda continuar con la voladura controlada, tambien reforzar sostenimiento en el hastial derecho.",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.00","1.10","Si","No"
"Tunel Portaro",3600,3.5,3.3,"COPSEM","EXPLOTACION","""2015-07-24T05:00:00.000Z""","DIA",3.3,3.3,true,"MEDIO","null","",true,"F/R",9,"Perno Helicoidal a 1.50 x 1.50 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.20","Si","Si"
"Stp 995 N",3600,4,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-24T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","Se completo el lanzado de shotcrete ",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","No"
"Stp 995 S",3601,1,10,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-24T05:00:00.000Z""","DIA",4.3,4.3,true,"CRITICO","null","Se programara para lanzar shotcrete, presencia de brecha con relleno arcilloso, el ultimo tramo falta sostener, reforzar el acceso a 1.50 m ",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.50","1.50","Si","Si"
